can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,points_per_minute,goals_per_minute,assists_per_minute,position,team_name,fixture_difficulty,defensive_value,attacking_value,form_score,value_score,captain_score,expected_ppg
True,True,,,449871,0,0,0,0,0,3,1.5,1.0,5,Amadou,5.0,59,False,,,5.0,449871.jpg,5.0,False,Onana,1.6,False,,a,2,7,5,5249,5249,3670,3670,1.0,1.0,Onana,21.0,2024-07-22,2001-08-16,False,p449871,90,0,0,1,0,0,0,0,0,0,0,0,19,19.4,3.0,0.0,2.2,5,7,2,14,1,0.00,0.01,0.01,1.43,53,24,89,54,501,188,94,47,,,,,,,0.0,0.0,0.01,0.01,1.43,0.0,300,186,43,15,43,15,142,48,1.0,1.0,14.0,0.05555555555555555,0.0,0.0,MID,Aston Villa,2.7607548840048843,4.0,1.9000000000000001,5.0,10.0,7.739245115995116,5.0
True,True,,,178301,0,0,0,0,0,4,2.8,2.3,2,Ollie,2.0,64,False,,,9.0,178301.jpg,2.0,False,Watkins,27.4,False,,a,2,7,2,30608,30608,45859,45859,0.2,0.2,Watkins,241.0,2020-09-09,1995-12-30,False,p178301,90,0,0,1,0,0,0,0,0,0,0,0,12,10.6,12.2,27.0,5.0,2,3,0,5,1,0.12,0.01,0.13,1.43,91,9,53,4,19,8,36,8,,,,,3.0,,0.12,0.0,0.01,0.13,1.43,0.0,7,3,112,12,112,12,8,2,1.0,1.0,5.0,0.022222222222222223,0.0,0.0,FWD,Aston Villa,2.7607548840048843,4.0,1.2000000000000002,2.0,2.2222222222222223,4.08368956043956,2.0
True,True,,,58621,0,0,0,0,0,2,1.9,1.4,1,Kyle,1.0,187,False,,,4.5,58621.jpg,1.0,False,Walker,1.9,False,,a,3,90,1,3835,3835,3031,3031,0.2,0.2,Walker,241.0,2025-07-05,1990-05-28,False,p58621,90,0,0,0,3,0,0,0,0,0,0,0,-3,6.2,0.9,1.0,0.8,5,4,0,5,1,0.01,0.02,0.03,2.32,115,49,128,48,112,32,143,53,,,,,,,0.01,0.0,0.02,0.03,2.32,3.0,360,64,121,37,121,37,129,45,1.0,0.0,5.0,0.011111111111111112,0.0,0.0,DEF,Burnley,3.1998249999999997,-1.5,-0.30000000000000004,1.0,2.2222222222222223,2.9446194444444447,1.0
True,True,,,478969,0,0,0,0,0,2,1.0,0.5,1,Hjalmar,1.0,190,False,,,4.0,478969.jpg,1.0,False,Ekdal,0.2,False,,a,3,90,1,735,735,302,302,0.2,0.2,Ekdal,206.0,2023-01-21,1998-10-21,False,p478969,90,0,0,0,3,0,0,0,0,0,0,0,-5,9.6,0.8,8.0,1.8,5,1,0,5,1,0.00,0.00,0.00,2.32,97,43,131,51,51,7,106,35,,,,,,,0.0,0.0,0.0,0.0,2.32,3.0,631,184,116,32,116,32,351,127,1.0,0.0,5.0,0.011111111111111112,0.0,0.0,DEF,Burnley,3.1998249999999997,-1.5,-0.5,1.0,2.5,3.0001750000000005,1.0
True,True,,,477717,0,0,0,0,0,2,1.0,0.5,1,Maxime,1.0,191,False,,,4.0,477717.jpg,1.0,False,Estève,20.5,False,,a,3,90,1,14722,14722,7198,7198,0.2,0.2,Estève,73.0,2024-06-14,2002-05-26,False,p477717,90,0,0,0,3,0,0,0,0,0,0,0,0,19.4,0.5,17.0,3.7,8,2,0,8,1,0.05,0.00,0.05,2.32,52,14,144,55,33,4,58,16,,,,,,,0.05,0.0,0.0,0.05,2.32,3.0,630,183,115,31,115,31,22,8,1.0,0.0,8.0,0.011111111111111112,0.0,0.0,DEF,Burnley,3.1998249999999997,-1.5,0.0,1.0,2.5,3.0001750000000005,1.0
True,True,,,494960,0,0,0,0,0,2,1.0,0.5,1,Quilindschy,1.0,192,False,,,4.0,494960.jpg,1.0,False,Hartman,0.5,False,,a,3,90,1,934,934,477,477,0.2,0.2,Hartman,152.0,2025-06-26,2001-11-14,False,p494960,90,0,0,0,3,0,0,0,0,0,0,0,-2,13.4,11.7,2.0,2.7,5,2,1,6,1,0.00,0.04,0.04,2.32,76,30,56,16,88,21,76,21,,,,,,,0.0,0.0,0.04,0.04,2.32,3.0,640,188,117,33,117,33,237,89,1.0,0.0,6.0,0.011111111111111112,0.0,0.0,DEF,Burnley,3.1998249999999997,-1.5,-0.2,1.0,2.5,3.0001750000000005,1.0
True,True,,,519895,0,0,0,0,0,2,1.0,0.5,1,Oliver,1.0,197,False,,,4.0,519895.jpg,1.0,False,Sonne,0.1,False,,a,3,90,1,275,275,209,209,0.2,0.2,Sonne,169.0,2025-01-01,2000-11-10,False,p519895,73,0,0,0,3,0,0,0,0,0,0,0,-4,4.8,16.0,6.0,2.7,0,1,0,0,1,0.03,0.08,0.11,2.09,121,52,35,10,61,11,77,22,,,,,,,0.04,0.0,0.1,0.14,2.58,3.7,655,200,119,35,119,35,449,172,1.23,0.0,0.0,0.0136986301369863,0.0,0.0,DEF,Burnley,3.1998249999999997,-1.5,-0.4,1.2328767123287672,2.5,3.0700380136986305,1.2328767123287672
True,True,,,444180,0,0,0,0,0,3,2.0,1.5,2,Jaidon,2.0,200,False,,,5.5,444180.jpg,2.0,False,Anthony,0.1,False,,a,3,90,2,275,275,292,292,0.4,0.4,Anthony,241.0,2025-07-01,1999-12-01,False,p444180,84,0,0,0,3,0,0,0,0,0,0,0,9,9.0,26.2,32.0,6.7,0,4,0,4,1,0.44,0.36,0.80,2.32,101,37,19,16,14,6,21,15,1.0,,1.0,,,,0.47,0.0,0.39,0.86,2.49,3.21,176,113,99,55,99,55,466,152,1.07,0.0,4.29,0.023809523809523808,0.0,0.0,MID,Burnley,3.1998249999999997,-1.5,0.9,2.142857142857143,3.6363636363636362,3.9703048701298704,2.142857142857143
True,True,,,179458,0,0,0,0,0,3,2.0,1.5,1,Jacob,1.0,202,False,,,5.5,179458.jpg,1.0,False,Bruun Larsen,0.0,False,,a,3,90,1,47,47,117,117,0.2,0.2,Bruun Larsen,58.0,2025-07-11,1998-09-19,False,p179458,27,0,0,0,1,0,0,0,0,0,0,0,2,4.6,0.7,8.0,1.3,1,1,0,2,0,0.00,0.01,0.01,0.91,124,51,138,77,54,32,131,62,,,,,2.0,,0.0,0.0,0.03,0.03,3.03,3.33,135,87,146,75,146,75,587,235,0.0,0.0,6.67,0.037037037037037035,0.0,0.0,MID,Burnley,3.1998249999999997,-0.5,0.2,3.3333333333333335,1.8181818181818181,3.563811363636364,3.3333333333333335
True,True,,,172567,0,0,0,0,0,3,1.5,1.0,4,Josh,4.0,205,False,,,5.0,172567.jpg,4.0,False,Cullen,0.1,False,,a,3,90,4,157,157,118,118,0.8,0.8,Cullen,104.0,2022-07-12,1996-04-07,False,p172567,90,0,0,0,3,0,0,0,0,0,0,0,21,23.8,59.4,0.0,8.3,5,4,3,12,1,0.00,0.28,0.28,2.32,38,17,3,3,448,158,15,11,,,,,,,0.0,0.0,0.28,0.28,2.32,3.0,240,152,51,21,51,21,567,220,1.0,0.0,12.0,0.044444444444444446,0.0,0.0,MID,Burnley,3.1998249999999997,-1.5,2.1,4.0,8.0,6.200175000000001,4.0
True,True,,,174592,0,0,0,0,0,3,1.5,1.0,1,Marcus,1.0,206,False,,,5.0,174592.jpg,1.0,False,Edwards,0.1,False,,a,3,90,1,73,73,312,312,0.2,0.2,Edwards,241.0,2025-07-01,1998-12-03,False,p174592,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,461,166,467,173,450,159,472,172,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,242,153,138,68,138,68,487,167,0.0,0.0,0.0,0.2,0.0,0.0,MID,Burnley,3.1998249999999997,0.0,0.30000000000000004,18.0,2.0,8.000175,18.0
True,True,,,465527,0,0,0,0,0,3,1.5,1.0,2,Hannibal,2.0,207,False,,,5.0,465527.jpg,2.0,False,Mejbri,0.1,False,,a,3,90,2,192,192,346,346,0.4,0.4,Hannibal,218.0,2024-08-28,2003-01-21,False,p465527,62,0,0,0,2,0,0,0,0,0,0,0,8,0.0,1.7,5.0,0.6,0,1,0,1,1,0.03,0.01,0.04,1.41,514,196,105,65,70,41,152,71,,,3.0,,,,0.04,0.0,0.01,0.05,2.05,2.9,306,189,95,51,95,51,435,143,1.45,0.0,1.45,0.03225806451612903,0.0,0.0,MID,Burnley,3.1998249999999997,-1.0,0.8,2.903225806451613,4.0,4.271142741935484,2.903225806451613
True,True,,,167887,0,0,0,0,0,3,1.5,1.0,2,Josh,2.0,209,False,,,5.0,167887.jpg,2.0,False,Laurent,0.0,False,,a,3,90,2,38,38,65,65,0.4,0.4,Laurent,241.0,2024-08-30,1995-05-06,False,p167887,62,0,0,0,2,0,0,0,0,0,0,0,11,10.6,11.2,20.0,4.2,2,3,1,6,1,0.11,0.13,0.24,1.41,89,33,59,38,27,15,51,29,,,,,,,0.16,0.0,0.19,0.35,2.05,2.9,236,150,89,46,89,46,627,266,1.45,0.0,8.71,0.03225806451612903,0.0,0.0,MID,Burnley,3.1998249999999997,-1.0,1.1,2.903225806451613,4.0,4.271142741935484,2.903225806451613
True,True,,,469272,0,0,0,0,0,3,1.5,1.0,1,Loum,1.0,210,False,,,5.0,469272.jpg,1.0,False,Tchaouna,0.0,False,,a,3,90,1,8,8,80,80,0.2,0.2,Tchaouna,73.0,2025-07-02,2003-09-08,False,p469272,16,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.8,0.0,0.4,0,1,1,2,0,0.00,0.01,0.01,0.23,135,59,133,72,510,193,163,78,,,,,,,0.0,0.0,0.06,0.06,1.29,0.0,311,193,139,69,139,69,630,269,0.0,0.0,11.25,0.0625,0.0,0.0,MID,Burnley,3.1998249999999997,0.0,0.4,5.625,2.0,4.287675,5.625
True,True,,,431639,0,0,0,0,0,4,1.7,1.2,1,Zian,1.0,215,False,,,5.5,431639.jpg,1.0,False,Flemming,0.2,False,,a,3,90,1,434,434,577,577,0.2,0.2,Flemming,152.0,2025-06-01,1998-08-01,False,p431639,16,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.23,585,48,592,51,585,52,593,52,,,2.0,,,,0.0,0.0,0.0,0.0,1.29,0.0,165,35,152,14,152,14,409,60,0.0,0.0,0.0,0.0625,0.0,0.0,FWD,Burnley,3.1998249999999997,0.0,0.30000000000000004,5.625,1.8181818181818181,4.251311363636364,5.625
True,True,,,435973,0,0,0,0,0,4,1.4,0.9,2,Lyle,2.0,217,False,,,5.0,435973.jpg,2.0,False,Foster,0.4,False,,a,3,90,2,2258,2258,1055,1055,0.4,0.4,Foster,198.0,2023-01-25,2000-09-03,False,p435973,73,0,0,0,3,0,0,0,0,0,0,0,6,4.8,22.7,10.0,3.8,2,1,0,3,1,0.22,0.04,0.26,2.09,122,10,24,2,48,13,57,11,,,,,,,0.27,0.0,0.05,0.32,2.58,3.7,294,47,94,7,94,7,277,48,1.23,0.0,3.7,0.0273972602739726,0.0,0.0,FWD,Burnley,3.1998249999999997,-1.5,0.6000000000000001,2.4657534246575343,4.0,4.1399010273972605,2.4657534246575343
True,True,100.0,100.0,67089,0,0,0,0,0,1,1.0,0.5,2,Martin,2.0,470,False,,2025-08-11T10:30:07.723845Z,4.0,67089.jpg,2.0,False,Dúbravka,34.9,False,,a,3,90,2,20170,20170,3962,3962,0.5,0.5,Dúbravka,194.0,2025-08-07,1989-01-15,False,p67089,90,0,0,0,3,0,0,0,0,0,3,0,5,25.8,0.0,0.0,2.6,0,6,0,0,1,0.00,0.00,0.00,2.32,33,6,165,4,121,4,81,6,,,,,,,0.0,3.0,0.0,0.0,2.32,3.0,566,39,78,7,78,7,4,1,1.0,0.0,0.0,0.022222222222222223,0.0,0.0,GK,Burnley,3.1998249999999997,-1.5,0.5,2.0,5.0,4.200175,2.0
True,True,100.0,100.0,503714,0,0,0,0,0,3,1.5,1.0,1,Lesley,1.0,676,False,,2025-08-11T10:30:07.946294Z,5.0,503714.jpg,1.0,False,Ugochukwu,0.0,False,,a,3,90,1,58,58,105,105,0.2,0.2,Ugochukwu,73.0,2025-08-06,2004-03-26,False,p503714,27,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,3.0,0.1,0,1,0,1,0,0.05,0.00,0.05,0.91,532,207,151,82,85,50,172,82,,,,,,,0.17,0.0,0.0,0.17,3.03,3.33,330,205,141,71,141,71,580,229,0.0,0.0,3.33,0.037037037037037035,0.0,0.0,MID,Burnley,3.1998249999999997,-0.5,0.1,3.3333333333333335,2.0,3.600175,3.3333333333333335
True,True,,,457569,0,0,0,0,0,1,2.3,1.3,2,Đorđe,2.0,67,False,,,4.5,457569.jpg,2.0,False,Petrović,3.3,False,,a,4,91,2,9502,9502,2687,2687,0.4,0.4,Petrović,190.0,2025-07-16,1999-10-08,False,p457569,90,0,0,0,4,0,0,0,0,0,6,0,10,47.8,0.0,0.0,4.8,4,8,0,0,1,0.00,0.00,0.00,2.21,10,1,348,60,321,60,39,1,,,,,,,0.0,6.0,0.0,0.0,2.21,4.0,448,30,84,8,84,8,90,13,1.0,0.0,0.0,0.022222222222222223,0.0,0.0,GK,Bournemouth,2.9715650985209807,-2.0,1.0,2.0,4.444444444444445,4.317323790367908,2.0
True,True,,,221466,0,0,0,0,0,2,1.9,0.9,2,Marcos,2.0,72,False,,,4.5,221466.jpg,2.0,False,Senesi Barón,0.9,False,,a,4,91,2,5669,5669,1034,1034,0.4,0.4,Senesi,10.0,2022-08-08,1997-05-10,False,p221466,90,0,0,0,4,0,0,0,0,0,0,0,1,26.6,14.6,2.0,4.3,12,2,3,15,1,0.00,0.05,0.05,2.21,32,9,40,12,91,24,49,11,,,,,,,0.0,0.0,0.05,0.05,2.21,4.0,409,99,82,25,82,25,189,71,1.0,0.0,15.0,0.022222222222222223,0.0,0.0,DEF,Bournemouth,2.9715650985209807,-2.0,0.1,2.0,4.444444444444445,4.317323790367908,2.0
True,True,,,54469,0,0,0,0,0,2,1.9,0.9,1,Adam,1.0,73,False,,,4.5,54469.jpg,1.0,False,Smith,0.4,False,,a,4,91,1,5271,5271,638,638,0.2,0.2,Smith,241.0,2014-01-28,1991-04-29,False,p54469,89,0,0,0,3,0,0,0,0,0,0,0,2,12.2,10.5,4.0,2.7,8,2,1,9,1,0.00,0.08,0.08,2.10,82,34,65,19,71,14,78,23,,,,,,,0.0,0.0,0.08,0.08,2.12,3.03,359,63,120,36,120,36,276,103,1.01,0.0,9.1,0.011235955056179775,0.0,0.0,DEF,Bournemouth,2.9715650985209807,-1.5,0.2,1.0112359550561798,2.2222222222222223,3.176250132440318,1.0112359550561798
True,True,,,494521,0,0,0,0,0,2,1.9,0.9,0,Adrien,0.0,74,False,,,4.5,494521.jpg,0.0,False,Truffert,0.7,False,,a,4,91,0,4552,4552,1032,1032,0.0,0.0,Truffert,73.0,2025-06-16,2001-11-20,False,p494521,90,0,0,0,4,0,0,0,0,0,0,0,-1,18.2,19.1,0.0,3.7,4,4,2,6,1,0.00,0.13,0.13,2.21,55,16,31,8,344,166,59,17,,,,,,,0.0,0.0,0.13,0.13,2.21,4.0,476,132,376,169,376,169,212,79,1.0,0.0,6.0,0.0,0.0,0.0,DEF,Bournemouth,2.9715650985209807,-2.0,-0.1,0.0,0.0,2.0284349014790197,0.0
True,True,,,463981,0,0,0,0,0,2,1.0,0.0,1,James,1.0,77,False,,,4.0,463981.jpg,1.0,False,Hill,0.7,False,,a,4,91,1,2328,2328,1066,1066,0.2,0.2,Hill,241.0,2022-01-05,2002-01-10,False,p463981,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.1,0.0,0.3,2,0,0,2,0,0.00,0.00,0.00,0.11,138,55,158,60,177,66,167,58,,,,,,,0.0,0.0,0.0,0.0,9.9,90.0,622,178,114,30,114,30,210,78,0.0,0.0,180.0,1.0,0.0,0.0,DEF,Bournemouth,2.9715650985209807,-0.5,0.0,90.0,2.5,29.92843490147902,90.0
True,True,,,437730,0,0,0,0,1,3,2.3,1.3,15,Antoine,15.0,82,True,,,7.0,437730.jpg,15.0,False,Semenyo,7.0,False,,a,4,91,15,148512,148512,5618,5618,2.1,2.1,Semenyo,81.0,2023-01-27,2000-01-07,False,p437730,90,2,0,0,4,0,0,0,0,0,0,3,42,66.4,1.3,32.0,10.0,1,3,1,5,1,0.91,0.02,0.93,2.21,3,1,117,69,15,7,10,6,,,,,3.0,,0.91,0.0,0.02,0.93,2.21,4.0,38,25,2,1,2,1,63,20,1.0,0.0,5.0,0.16666666666666666,0.022222222222222223,0.0,MID,Bournemouth,2.9715650985209807,1.0,19.2,15.0,21.42857142857143,16.814149187193305,15.0
True,True,,,201658,0,0,0,0,0,3,2.0,1.0,4,Marcus,4.0,84,False,,,5.5,201658.jpg,4.0,False,Tavernier,0.4,False,,a,4,91,4,3415,3415,1327,1327,0.7,0.7,Tavernier,241.0,2022-08-01,1999-03-22,False,p201658,90,0,0,0,4,0,0,0,0,0,0,0,20,24.6,14.1,33.0,7.2,7,10,3,20,1,0.32,0.06,0.38,2.21,36,15,44,28,11,4,17,12,1.0,,1.0,,,,0.32,0.0,0.06,0.38,2.21,4.0,142,93,54,24,54,24,267,85,1.0,0.0,20.0,0.044444444444444446,0.0,0.0,MID,Bournemouth,2.9715650985209807,-2.0,2.0,4.0,7.2727272727272725,6.282980356024474,4.0
True,True,,,200785,0,0,0,0,0,3,1.5,0.5,4,Tyler,4.0,85,False,,,5.0,200785.jpg,4.0,False,Adams,0.3,False,,a,4,91,4,1333,1333,833,833,0.8,0.8,Adams,229.0,2023-08-20,1999-02-14,False,p200785,90,0,0,0,3,0,0,0,0,0,0,0,11,23.6,1.7,4.0,2.9,8,6,5,19,1,0.00,0.10,0.10,2.10,39,18,104,64,75,42,73,39,,,,,,,0.0,0.0,0.1,0.1,2.1,3.0,252,159,52,22,52,22,315,104,1.0,0.0,19.0,0.044444444444444446,0.0,0.0,MID,Bournemouth,2.9715650985209807,-1.5,1.1,4.0,8.0,6.4284349014790205,4.0
